split,sample_count,sft_strict_success_rate,grpo_strict_success_rate,strict_success_delta_pp,tool_accuracy_delta_pp,argument_accuracy_delta_pp,avg_tool_failures_delta,avg_tokens_delta
v5_rl_train,21,0.047619047619047616,0.3333333333333333,28.57142857142857,28.571428571428577,28.571428571428577,-0.19999999999999996,-431.4000000000001
v5_dev,24,0.4166666666666667,0.5,8.333333333333332,0.0,2.777777777777779,-0.09999999999999998,4.199999999999818
